Name,Age,Team_x,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,wOBA,OAA,OFF,DEF,Qualified DH,Team_y,Run Differential,Team_Abbreviation
Austin Meadows*,27,DET,AL,36,147,128,9,32,6,2,0,11,0,1,16,17,0.25,0.347,0.328,0.675,98,42,2,3,0,0,0,0.308979592,0.0,0.308979592,0.0,No,Detroit Tigers,-156,DET
Victor Reyes#,27,DET,AL,92,336,315,27,80,19,3,3,34,2,2,13,77,0.254,0.289,0.362,0.651,87,114,7,4,0,4,0,0.285982143,0.0,0.285982143,0.0,No,Detroit Tigers,-156,DET
Jonathan Schoop,30,DET,AL,131,510,481,48,97,23,1,11,38,5,0,19,107,0.202,0.239,0.322,0.561,61,155,15,6,0,4,1,0.247249509,3.0,0.247249509,3.0,No,Detroit Tigers,-156,DET
Zack Short,27,DET,AL,6,13,9,2,0,0,0,0,2,1,0,2,5,0.0,0.154,0.0,0.154,-50,0,0,0,0,2,0,0.106153846,0.0,0.106153846,0.0,No,Detroit Tigers,-156,DET
Spencer Torkelson,22,DET,AL,110,404,360,38,73,16,1,8,28,0,1,37,99,0.203,0.285,0.319,0.604,75,115,12,5,0,2,0,0.273737624,-1.0,0.273737624,-1.0,No,Detroit Tigers,-156,DET
Daniel Bard,37,COL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Colorado Rockies,-175,COL
Wynton Bernard,31,COL,NL,12,42,42,9,12,1,0,0,3,3,1,0,8,0.286,0.286,0.31,0.595,60,13,1,0,0,0,0,0.263333333,1.0,0.263333333,1.0,No,Colorado Rockies,-175,COL
Charlie Blackmon*,35,COL,NL,135,577,530,60,140,22,6,16,78,4,1,32,109,0.264,0.314,0.419,0.733,95,222,10,8,4,3,4,0.319472759,3.0,0.319472759,3.0,Yes,Colorado Rockies,-175,COL
Sean Bouchard,26,COL,NL,27,97,74,9,22,6,0,3,11,0,0,21,25,0.297,0.454,0.5,0.954,157,37,1,1,0,1,0,0.419587629,0.0,0.419587629,0.0,No,Colorado Rockies,-175,COL
Kris Bryant,30,COL,NL,42,181,160,28,49,12,0,5,14,0,0,17,27,0.306,0.376,0.475,0.851,127,76,7,2,0,2,0,0.372320442,-1.0,0.372320442,-1.0,No,Colorado Rockies,-175,COL
Alex Colome,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Colorado Rockies,-175,COL
C.J. Cron,32,COL,NL,150,632,575,79,148,28,3,29,102,0,0,43,164,0.257,0.315,0.468,0.783,107,269,16,8,0,5,6,0.337488,-4.0,0.337488,-4.0,No,Colorado Rockies,-175,COL
Yonathan Daza,28,COL,NL,113,408,372,56,112,21,2,2,34,0,3,26,58,0.301,0.349,0.384,0.733,97,143,12,4,1,5,0,0.325208845,0.0,0.325208845,0.0,No,Colorado Rockies,-175,COL
Elias Diaz,31,COL,NL,105,381,351,29,80,18,2,9,51,0,1,25,82,0.228,0.281,0.368,0.648,73,129,8,2,0,3,0,0.286299213,0.0,0.286299213,0.0,No,Colorado Rockies,-175,COL
Carlos Estevez,29,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Colorado Rockies,-175,COL
Lucas Gilbreath*,26,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Colorado Rockies,-175,COL
Randal Grichuk,30,COL,NL,140,538,506,60,131,21,3,19,73,4,0,24,127,0.259,0.299,0.425,0.724,92,215,12,6,0,2,0,0.317156134,2.0,0.317156134,2.0,No,Colorado Rockies,-175,COL
Garrett Hampson,27,COL,NL,90,226,199,29,42,7,3,2,15,12,2,21,63,0.211,0.287,0.307,0.594,60,61,3,1,3,2,0,0.268430493,8.0,0.268430493,8.0,No,Colorado Rockies,-175,COL
Sam Hilliard*,28,COL,NL,70,200,174,26,32,6,1,2,14,5,1,23,57,0.184,0.28,0.264,0.544,48,46,2,1,0,2,0,0.2525,1.0,0.2525,1.0,No,Colorado Rockies,-175,COL
Jose Iglesias,32,COL,NL,118,467,439,48,128,30,0,3,47,2,3,17,56,0.292,0.328,0.38,0.708,90,167,11,8,0,3,0,0.313576017,-11.0,0.313576017,-11.0,No,Colorado Rockies,-175,COL
Connor Joe,29,COL,NL,111,467,404,56,96,20,4,7,28,6,2,55,97,0.238,0.338,0.359,0.697,88,145,8,7,0,1,0,0.315674518,1.0,0.315674518,1.0,No,Colorado Rockies,-175,COL
Ryan McMahon*,27,COL,NL,153,597,529,67,130,23,3,20,67,7,3,60,158,0.246,0.327,0.414,0.741,98,219,7,5,0,3,0,0.328023451,-5.0,0.328023451,-5.0,No,Colorado Rockies,-175,COL
Elehuris Montero,23,COL,NL,53,185,176,21,41,15,1,6,20,0,0,8,60,0.233,0.27,0.432,0.702,85,76,4,1,0,0,0,0.304972973,-1.0,0.304972973,-1.0,No,Colorado Rockies,-175,COL
Dom Nunez*,27,COL,NL,14,41,33,3,4,1,0,0,2,0,0,6,10,0.121,0.244,0.152,0.395,10,5,0,0,0,2,0,0.197073171,0.0,0.197073171,0.0,No,Colorado Rockies,-175,COL
Brendan Rodgers,25,COL,NL,137,581,527,72,140,30,3,13,63,0,0,46,101,0.266,0.325,0.408,0.733,96,215,25,3,0,5,0,0.323270224,1.0,0.323270224,1.0,No,Colorado Rockies,-175,COL
Brian Serven,27,COL,NL,62,205,187,19,38,4,1,6,16,0,0,13,44,0.203,0.261,0.332,0.593,58,62,7,2,2,1,0,0.264729064,4.0,0.264729064,4.0,No,Colorado Rockies,-175,COL
Michael Toglia#,23,COL,NL,31,120,111,10,24,8,2,2,12,1,1,9,44,0.216,0.275,0.378,0.653,73,42,2,0,0,0,0,0.287416667,0.0,0.287416667,0.0,No,Colorado Rockies,-175,COL
Ezequiel Tovar,20,COL,NL,9,35,33,2,7,1,0,1,2,0,0,2,9,0.212,0.257,0.333,0.59,57,11,0,0,0,0,0,0.262857143,1.0,0.262857143,1.0,No,Colorado Rockies,-175,COL
Alan Trejo,26,COL,NL,35,125,118,15,32,6,0,4,17,1,2,5,31,0.271,0.312,0.424,0.736,95,50,3,2,0,0,0,0.32392,-2.0,0.32392,-2.0,No,Colorado Rockies,-175,COL
Joe Barlow,26,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Texas Rangers,-36,TEX
Kole Calhoun*,34,TEX,AL,125,424,388,36,76,14,1,12,49,3,2,27,136,0.196,0.257,0.33,0.587,66,128,6,6,0,3,0,0.262169811,4.0,0.262169811,4.0,No,Texas Rangers,-36,TEX
Willie Calhoun*,27,TEX,AL,18,53,44,7,6,3,0,1,2,0,0,8,6,0.136,0.283,0.273,0.556,60,12,1,1,0,0,0,0.262830189,1.636363636,0.262830189,1.636363636,No,Texas Rangers,-36,TEX
Charlie Culberson,33,TEX,AL,68,124,115,19,29,6,0,2,12,2,3,5,31,0.252,0.283,0.357,0.64,81,41,5,0,4,0,0,0.283,0.0,0.283,0.0,No,Texas Rangers,-36,TEX
Steven Duggar*,28,TEX,AL,8,19,17,2,3,0,0,0,0,1,1,2,12,0.176,0.263,0.176,0.44,29,3,0,0,0,0,0,0.213157895,0.0,0.213157895,0.0,No,Texas Rangers,-36,TEX
Ezequiel Duran,23,TEX,AL,58,220,208,25,49,10,1,5,25,4,1,12,54,0.236,0.277,0.365,0.643,81,76,3,0,0,0,0,0.283954545,0.0,0.283954545,0.0,No,Texas Rangers,-36,TEX
Adolis Garcia,29,TEX,AL,156,657,605,88,151,34,5,27,101,25,6,40,183,0.25,0.3,0.456,0.756,112,276,9,6,0,6,2,0.326977099,0.0,0.326977099,0.0,No,Texas Rangers,-36,TEX
Mitch Garver,31,TEX,AL,54,215,188,23,39,7,0,10,24,1,1,23,53,0.207,0.298,0.404,0.702,98,76,3,2,0,2,0,0.310604651,-3.0,0.310604651,-3.0,No,Texas Rangers,-36,TEX
Jonah Heim#,27,TEX,AL,127,450,406,51,92,20,1,16,48,2,0,41,87,0.227,0.298,0.399,0.697,96,162,10,1,0,2,0,0.307955556,0.0,0.307955556,0.0,No,Texas Rangers,-36,TEX
Elier Hernandez,27,TEX,AL,14,35,33,4,6,2,0,0,3,0,0,1,15,0.182,0.2,0.242,0.442,25,8,1,0,0,1,0,0.194,0.0,0.194,0.0,No,Texas Rangers,-36,TEX
Sam Huff,24,TEX,AL,44,132,121,9,29,4,0,4,10,1,0,11,42,0.24,0.303,0.372,0.675,91,45,1,0,0,0,1,0.298244275,-2.0,0.298244275,-2.0,No,Texas Rangers,-36,TEX
Andy Ibanez,29,TEX,AL,40,128,119,13,26,4,0,1,9,3,0,9,21,0.218,0.273,0.277,0.551,58,33,0,0,0,0,0,0.250625,0.0,0.250625,0.0,No,Texas Rangers,-36,TEX
Josh Jung,24,TEX,AL,26,102,98,9,20,4,1,5,14,2,0,4,39,0.204,0.235,0.418,0.654,81,41,2,0,0,0,0,0.282941176,3.0,0.282941176,3.0,No,Texas Rangers,-36,TEX
Nathaniel Lowe*,26,TEX,AL,157,645,593,74,179,26,3,27,76,2,2,48,147,0.302,0.358,0.492,0.851,139,292,10,4,0,0,2,0.37118196,-7.0,0.37118196,-7.0,No,Texas Rangers,-36,TEX
Brett Martin*,27,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Texas Rangers,-36,TEX
Mark Mathias,27,TEX,AL,24,74,65,11,18,3,0,5,16,2,0,9,26,0.277,0.365,0.554,0.919,157,36,0,0,0,0,0,0.397567568,0.0,0.397567568,0.0,No,Texas Rangers,-36,TEX
Brad Miller*,32,TEX,AL,81,241,222,20,47,3,0,7,32,4,2,18,70,0.212,0.27,0.32,0.59,67,71,3,0,0,1,0,0.264979253,2.0,0.264979253,2.0,No,Texas Rangers,-36,TEX
Kevin Plawecki,31,TEX,AL,3,11,11,0,3,0,0,0,1,0,0,0,4,0.273,0.273,0.273,0.545,56,3,1,0,0,0,0,0.242727273,0.19047619,0.242727273,0.19047619,No,Texas Rangers,-36,TEX
Zach Reks*,28,TEX,AL,16,34,34,3,9,1,0,0,3,0,1,0,10,0.265,0.265,0.294,0.559,59,10,0,0,0,0,0,0.246764706,-1.0,0.246764706,-1.0,No,Texas Rangers,-36,TEX
Corey Seager*,28,TEX,AL,151,663,593,91,145,24,1,33,83,3,0,58,103,0.245,0.317,0.455,0.772,117,270,14,7,0,5,7,0.333932927,4.0,0.333932927,4.0,No,Texas Rangers,-36,TEX
Marcus Semien,31,TEX,AL,161,724,657,101,163,31,5,26,83,25,8,53,120,0.248,0.304,0.429,0.733,106,282,7,4,0,10,0,0.319627072,-11.0,0.319627072,-11.0,No,Texas Rangers,-36,TEX
Josh H. Smith*,24,TEX,AL,73,253,213,23,42,5,0,2,16,4,3,28,50,0.197,0.307,0.249,0.556,61,53,1,7,2,3,0,0.263187251,0.0,0.263187251,0.0,No,Texas Rangers,-36,TEX
Nick Solak,27,TEX,AL,35,95,82,14,17,1,0,3,4,3,2,7,19,0.207,0.309,0.329,0.638,82,27,1,5,1,0,0,0.293297872,-3.0,0.293297872,-3.0,No,Texas Rangers,-36,TEX
Leody Taveras#,23,TEX,AL,99,341,314,39,82,14,2,5,34,11,5,21,88,0.261,0.309,0.366,0.675,92,115,2,2,1,3,0,0.299235294,0.0,0.299235294,0.0,No,Texas Rangers,-36,TEX
Bubba Thompson,24,TEX,AL,55,181,170,18,45,5,0,1,9,18,3,7,56,0.265,0.302,0.312,0.613,76,53,2,2,2,0,0,0.276145251,-4.0,0.276145251,-4.0,No,Texas Rangers,-36,TEX
Meibrys Viloria*,25,TEX,AL,26,75,63,10,10,1,0,2,5,0,0,11,29,0.159,0.28,0.27,0.55,58,17,0,0,0,1,0,0.2572,-1.0,0.2572,-1.0,No,Texas Rangers,-36,TEX
Steele Walker*,25,TEX,AL,5,16,14,1,1,0,0,1,1,0,0,2,4,0.071,0.188,0.286,0.473,32,4,0,0,0,0,0,0.2175,0.0,0.2175,0.0,No,Texas Rangers,-36,TEX
Eli White,28,TEX,AL,47,117,105,16,21,2,0,3,10,12,1,11,41,0.2,0.274,0.305,0.578,65,32,0,0,0,1,0,0.262136752,0.0,0.262136752,0.0,No,Texas Rangers,-36,TEX
Bo Bichette,24,TOR,AL,159,697,652,91,189,43,1,24,93,13,8,41,155,0.29,0.333,0.469,0.802,129,306,21,2,0,2,0,0.350143472,3.0,0.350143472,3.0,No,Toronto Blue Jays,96,TOR
Cavan Biggio*,27,TOR,AL,97,303,257,43,52,18,1,6,24,2,0,38,85,0.202,0.318,0.35,0.668,94,90,2,6,1,1,0,0.303476821,0.0,0.303476821,0.0,No,Toronto Blue Jays,96,TOR
Jackie Bradley Jr.*,32,TOR,AL,40,80,73,9,13,4,0,1,9,0,0,7,19,0.178,0.25,0.274,0.524,52,20,2,0,0,0,0,0.239125,4.885496183,0.239125,4.885496183,No,Toronto Blue Jays,96,TOR
Vinny Capra,25,TOR,AL,8,7,5,2,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,91,1,0,0,0,0,0,0.324285714,0.0,0.324285714,0.0,No,Toronto Blue Jays,96,TOR
Matt Chapman,29,TOR,AL,155,621,538,83,123,27,1,27,76,2,2,68,170,0.229,0.324,0.433,0.757,117,233,7,10,0,5,1,0.33316129,-3.0,0.33316129,-3.0,No,Toronto Blue Jays,96,TOR
Zack Collins*,27,TOR,AL,26,79,72,7,14,4,0,4,10,0,0,6,31,0.194,0.266,0.417,0.682,94,30,0,1,0,0,0,0.299746835,1.444444444,0.299746835,1.444444444,No,Toronto Blue Jays,96,TOR
Santiago Espinal,27,TOR,AL,135,491,449,51,120,25,0,7,51,6,6,36,68,0.267,0.322,0.37,0.692,100,166,12,2,1,3,1,0.307484663,8.0,0.307484663,8.0,No,Toronto Blue Jays,96,TOR
Vladimir Guerrero Jr.,23,TOR,AL,160,706,638,90,175,35,0,32,97,8,3,58,116,0.274,0.339,0.48,0.818,134,306,26,6,0,4,6,0.354242857,2.0,0.354242857,2.0,No,Toronto Blue Jays,96,TOR
Lourdes Gurriel Jr.,28,TOR,AL,121,493,453,52,132,32,1,5,52,3,4,31,83,0.291,0.343,0.4,0.743,115,181,11,6,0,2,1,0.328798371,-2.0,0.328798371,-2.0,No,Toronto Blue Jays,96,TOR
Tyler Heineman#,31,TOR,AL,10,16,15,2,4,2,0,0,1,0,0,0,4,0.267,0.267,0.4,0.667,90,6,1,0,1,0,0,0.288,0.0,0.288,0.0,No,Toronto Blue Jays,96,TOR
Teoscar Hernandez,29,TOR,AL,131,535,499,71,133,35,1,25,77,6,3,34,152,0.267,0.316,0.491,0.807,129,245,18,2,0,0,0,0.350560748,0.0,0.350560748,0.0,No,Toronto Blue Jays,96,TOR
Danny Jansen,27,TOR,AL,72,248,215,34,56,10,0,15,44,1,0,25,44,0.26,0.339,0.516,0.855,143,111,1,3,0,5,1,0.366437247,1.0,0.366437247,1.0,No,Toronto Blue Jays,96,TOR
Gosuke Katoh*,27,TOR,AL,8,11,7,2,1,1,0,0,0,0,0,3,1,0.143,0.4,0.286,0.686,104,2,0,0,1,0,0,0.334,0.0,0.334,0.0,No,Toronto Blue Jays,96,TOR
Alejandro Kirk,23,TOR,AL,139,541,470,59,134,19,0,14,63,0,0,63,58,0.285,0.372,0.415,0.786,128,195,11,4,0,4,2,0.349517625,-7.0,0.349517625,-7.0,No,Toronto Blue Jays,96,TOR
Otto Lopez,23,TOR,AL,8,10,9,0,6,0,0,0,3,0,1,1,1,0.667,0.7,0.667,1.367,300,6,0,0,0,0,0,0.603,0.0,0.603,0.0,No,Toronto Blue Jays,96,TOR
Whit Merrifield,33,TOR,AL,44,130,121,19,34,5,0,5,16,1,2,8,24,0.281,0.323,0.446,0.769,120,54,3,0,0,1,0,0.336384615,3.798561151,0.336384615,3.798561151,No,Toronto Blue Jays,96,TOR
Gabriel Moreno,22,TOR,AL,25,73,69,10,22,1,0,1,7,0,0,4,8,0.319,0.356,0.377,0.733,113,26,2,0,0,0,0,0.327808219,0.0,0.327808219,0.0,No,Toronto Blue Jays,96,TOR
George Springer,32,TOR,AL,133,583,513,89,137,22,4,25,76,14,2,54,100,0.267,0.342,0.472,0.814,133,242,7,7,0,5,1,0.354792388,3.0,0.354792388,3.0,No,Toronto Blue Jays,96,TOR
Raimel Tapia*,28,TOR,AL,128,433,411,47,109,20,3,7,52,8,2,16,81,0.265,0.292,0.38,0.672,93,156,12,0,3,1,0,0.295116822,-1.0,0.295116822,-1.0,No,Toronto Blue Jays,96,TOR
Bradley Zimmer*,29,TOR,AL,77,87,76,11,8,4,0,2,3,2,1,5,33,0.105,0.209,0.237,0.446,29,18,0,5,1,0,0,0.210581395,4.23853211,0.210581395,4.23853211,No,Toronto Blue Jays,96,TOR
Bradley Zimmer*,29,TOR,AL,23,14,13,3,1,0,0,0,2,1,1,0,8,0.077,0.143,0.077,0.22,-34,1,0,1,0,0,0,0.115,1.266055046,0.115,1.266055046,No,Toronto Blue Jays,96,TOR
David Bote,29,CHC,NL,41,127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431,0.746,108,50,3,4,0,1,0,0.327559055,1.0,0.327559055,1.0,No,Chicago Cubs,-74,CHC
Willson Contreras,30,CHC,NL,113,487,416,65,101,23,2,22,55,4,2,45,103,0.243,0.349,0.466,0.815,127,194,14,24,0,2,0,0.359425051,1.0,0.359425051,1.0,No,Chicago Cubs,-74,CHC
Narciso Crook,26,CHC,NL,4,9,8,1,2,1,0,0,2,0,0,0,3,0.25,0.222,0.375,0.597,64,3,1,0,0,1,0,0.24,0.0,0.24,0.0,No,Chicago Cubs,-74,CHC
Clint Frazier,27,CHC,NL,19,45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297,0.653,87,11,1,1,0,0,0,0.306888889,-1.0,0.306888889,-1.0,No,Chicago Cubs,-74,CHC
Yan Gomes,34,CHC,NL,86,293,277,23,65,12,0,8,31,2,0,8,47,0.235,0.26,0.365,0.625,74,101,15,3,1,4,0,0.273184932,4.0,0.273184932,4.0,No,Chicago Cubs,-74,CHC
Ian Happ#,27,CHC,NL,158,641,573,72,155,42,2,17,72,9,4,58,149,0.271,0.342,0.44,0.781,118,252,11,6,0,4,4,0.341475667,0.0,0.341475667,0.0,No,Chicago Cubs,-74,CHC
Michael Hermosillo,27,CHC,NL,31,73,61,7,7,2,0,0,4,1,0,7,27,0.115,0.25,0.148,0.398,16,9,0,4,1,0,0,0.204166667,1.0,0.204166667,1.0,No,Chicago Cubs,-74,CHC
Jason Heyward*,32,CHC,NL,48,151,137,15,28,5,1,1,10,1,0,11,32,0.204,0.278,0.277,0.556,58,38,3,3,0,0,0,0.255033113,-2.0,0.255033113,-2.0,No,Chicago Cubs,-74,CHC
P.J. Higgins,29,CHC,NL,74,229,201,23,46,11,1,6,30,0,0,22,58,0.229,0.31,0.383,0.693,94,77,2,2,3,1,0,0.308539823,0.0,0.308539823,0.0,No,Chicago Cubs,-74,CHC
Nico Hoerner,25,CHC,NL,135,517,481,60,135,22,5,10,55,20,2,28,57,0.281,0.327,0.41,0.736,106,197,11,6,0,2,4,0.321910331,3.0,0.321910331,3.0,No,Chicago Cubs,-74,CHC
Brandon Hughes#,26,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Chicago Cubs,-74,CHC
Nick Madrigal,25,CHC,NL,59,228,209,19,52,7,0,0,7,3,1,14,27,0.249,0.305,0.282,0.588,68,59,6,3,2,0,0,0.268849558,0.0,0.268849558,0.0,No,Chicago Cubs,-74,CHC
Zach McKinstry*,27,CHC,NL,47,171,155,17,32,6,3,4,12,7,0,13,48,0.206,0.272,0.361,0.633,77,56,0,1,2,0,0,0.280946746,3.298245614,0.280946746,3.298245614,No,Chicago Cubs,-74,CHC
Alec Mills,30,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Chicago Cubs,-74,CHC
Christopher Morel,23,CHC,NL,113,425,379,55,89,19,4,16,47,10,7,38,137,0.235,0.308,0.433,0.741,106,164,6,3,3,2,0,0.32485782,-3.0,0.32485782,-3.0,No,Chicago Cubs,-74,CHC
Daniel Norris*,29,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Chicago Cubs,-74,CHC
Rafael Ortega*,31,CHC,NL,118,371,316,35,76,14,1,7,35,12,7,44,74,0.241,0.331,0.358,0.688,94,113,10,2,1,7,2,0.306757493,4.0,0.306757493,4.0,No,Chicago Cubs,-74,CHC
Esteban Quiroz*,30,CHC,NL,14,47,40,3,11,0,0,0,3,1,1,4,9,0.275,0.37,0.275,0.645,86,11,0,2,1,0,0,0.304130435,0.0,0.304130435,0.0,No,Chicago Cubs,-74,CHC
Franmil Reyes,26,CHC,NL,48,193,175,19,41,8,2,5,19,0,1,16,53,0.234,0.301,0.389,0.689,93,68,4,1,0,1,0,0.304663212,-1.627118644,0.304663212,-1.627118644,No,Chicago Cubs,-74,CHC
Alfonso Rivas*,25,CHC,NL,101,287,251,27,59,5,2,3,25,6,1,29,87,0.235,0.322,0.307,0.628,79,77,1,4,1,2,1,0.286666667,0.0,0.286666667,0.0,No,Chicago Cubs,-74,CHC
David Robertson,37,CHC,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Chicago Cubs,-74,CHC
Frank Schwindel,30,CHC,NL,75,292,271,23,62,11,0,8,36,0,0,19,58,0.229,0.277,0.358,0.635,78,97,12,0,0,2,1,0.279931271,0.0,0.279931271,0.0,No,Chicago Cubs,-74,CHC
Andrelton Simmons,32,CHC,NL,34,85,75,8,13,1,0,0,7,4,0,7,13,0.173,0.244,0.187,0.431,24,14,5,0,3,0,0,0.204634146,1.0,0.204634146,1.0,No,Chicago Cubs,-74,CHC
Seiya Suzuki,27,CHC,NL,111,446,397,54,104,22,2,14,46,9,5,42,110,0.262,0.336,0.433,0.77,115,172,8,4,0,3,3,0.336591422,-7.0,0.336591422,-7.0,No,Chicago Cubs,-74,CHC
Ildemaro Vargas#,30,CHC,NL,10,26,23,4,3,0,1,1,4,0,0,3,2,0.13,0.231,0.348,0.579,60,8,1,0,0,0,0,0.256923077,0.0,0.256923077,0.0,No,Chicago Cubs,-74,CHC
Nelson Velazquez,23,CHC,NL,77,206,185,20,38,7,3,6,26,5,2,19,65,0.205,0.286,0.373,0.659,84,69,5,2,0,0,0,0.293592233,0.0,0.293592233,0.0,No,Chicago Cubs,-74,CHC
Jonathan Villar#,31,CHC,NL,46,166,153,19,34,6,2,2,15,6,0,11,42,0.222,0.271,0.327,0.598,68,50,3,0,0,2,0,0.265120482,0.0,0.265120482,0.0,No,Chicago Cubs,-74,CHC
Patrick Wisdom,30,CHC,NL,134,534,469,67,97,28,0,25,66,8,4,53,183,0.207,0.298,0.426,0.725,101,200,8,9,1,2,1,0.318759398,-4.0,0.318759398,-4.0,No,Chicago Cubs,-74,CHC
Jared Young*,26,CHC,NL,6,22,19,2,5,2,0,0,0,1,0,3,7,0.263,0.364,0.368,0.732,108,7,0,0,0,0,0,0.330909091,0.0,0.330909091,0.0,No,Chicago Cubs,-74,CHC
Matt Brash,24,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Curt Casali,33,SEA,AL,16,50,40,7,5,1,0,1,3,0,0,9,14,0.125,0.3,0.225,0.525,57,9,0,1,0,0,0,0.2594,-1.122807018,0.2594,-1.122807018,No,Seattle Mariners,67,SEA
Diego Castillo,28,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
J.P. Crawford*,27,SEA,AL,145,603,518,57,126,24,3,6,42,3,2,68,80,0.243,0.339,0.336,0.675,99,174,11,10,2,5,0,0.307537438,-3.0,0.307537438,-3.0,No,Seattle Mariners,67,SEA
Drew Ellis,26,SEA,AL,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,96,1,0,0,0,0,0,0.296666667,0.0,0.296666667,0.0,No,Seattle Mariners,67,SEA
Stuart Fairchild,26,SEA,AL,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,0.0,-0.195652174,0.0,-0.195652174,No,Seattle Mariners,67,SEA
Mike Ford*,29,SEA,AL,16,38,29,1,5,1,0,0,3,0,0,8,12,0.172,0.368,0.207,0.575,75,6,0,1,0,0,0,0.291315789,1.28,0.291315789,1.28,No,Seattle Mariners,67,SEA
Ty France,27,SEA,AL,140,613,551,65,151,27,1,20,83,0,0,35,94,0.274,0.338,0.436,0.774,124,240,18,21,0,5,3,0.33954023,-4.0,0.33954023,-4.0,No,Seattle Mariners,67,SEA
Adam Frazier*,30,SEA,AL,156,602,541,61,129,22,4,3,42,11,6,46,73,0.238,0.301,0.311,0.612,80,168,15,5,4,6,1,0.275326633,10.0,0.275326633,10.0,No,Seattle Mariners,67,SEA
Sam Haggerty#,28,SEA,AL,83,201,176,29,45,9,1,5,23,13,1,18,53,0.256,0.335,0.403,0.738,115,71,4,4,1,2,3,0.322233503,0.0,0.322233503,0.0,No,Seattle Mariners,67,SEA
Mitch Haniger,31,SEA,AL,57,247,224,31,55,8,0,11,34,0,0,20,65,0.246,0.308,0.429,0.736,113,96,7,1,0,2,1,0.321666667,-2.0,0.321666667,-2.0,No,Seattle Mariners,67,SEA
Travis Jankowski*,31,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,0.0,0.090909091,0.0,0.090909091,No,Seattle Mariners,67,SEA
Jarred Kelenic*,22,SEA,AL,54,181,163,20,23,5,1,7,17,5,2,16,61,0.141,0.221,0.313,0.534,54,51,3,1,0,1,0,0.239392265,0.0,0.239392265,0.0,No,Seattle Mariners,67,SEA
Andrew Knapp#,30,SEA,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Jake Lamb*,31,SEA,AL,16,34,30,3,5,1,0,1,2,0,0,3,14,0.167,0.265,0.3,0.565,65,9,0,1,0,0,0,0.259705882,-1.56097561,0.259705882,-1.56097561,No,Seattle Mariners,67,SEA
Jack Larsen*,27,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Kyle Lewis,26,SEA,AL,18,62,56,6,8,0,0,3,5,0,0,5,19,0.143,0.226,0.304,0.529,53,17,2,1,0,0,0,0.240645161,1.0,0.240645161,1.0,No,Seattle Mariners,67,SEA
